id,url,le_id,legislator,ad,name,county,gender,party,in_office,education,experience,image,created_at,updated_at,party_logo
43,http://vote.ly.g0v.tw/api/legislator_terms/2401/,2401,http://vote.ly.g0v.tw/api/legislator/1747/,8,徐欣瑩,新竹縣,女,民國黨,1,山崎國小\新豐國中\中山女中\國立成功大學測量工程學系學士\國立交通大學土木系碩士、博士,明新科技大學教師\新竹縣第16、17屆議員\新竹縣議會人民請願案召集人\大時代測量顧問有限公司執業技師\內政部地政司衛星測量中心研究員\專門技術人員高等考試測量技師及格,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80047.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Flag_of_Minkuotang.svg/125px-Flag_of_Minkuotang.svg.png
44,http://vote.ly.g0v.tw/api/legislator_terms/1409/,1409,http://vote.ly.g0v.tw/api/legislator/866/,8,賴士葆,臺北市,男,中國國民黨,1,美國南加州大學工業與系統工程碩士、博士\國立政治大學企管碩士\國立成功大學機械學士,第3屆國民大會代表\第4、6、7屆立法委員\國民黨第17屆中央常務委員\台北市政府顧問團總召\台北市政府經發會副總召、首席顧問\國立政治大學企研所教授、所長\經發會籌備會副召集人兼諮詢委員等,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80104.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
45,http://vote.ly.g0v.tw/api/legislator_terms/2404/,2404,http://vote.ly.g0v.tw/api/legislator/1750/,8,許智傑,高雄市,男,民主進步黨,1,高師大教育學系碩士\台灣大學機械工程系畢\高雄中學\五甲國中\五甲國小,民代歷練：\鳳山市長、高雄縣議員、鳳山市民代表\工程背景：\中科院工程師\教育專業：\正修科技大學助理教授\和春技術學院講師\高旗工家主任\鳳山區社區大學創辦人\鳳山市民大學主任,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80058.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
46,http://vote.ly.g0v.tw/api/legislator_terms/1441/,1441,http://vote.ly.g0v.tw/api/legislator/879/,8,羅明才,新北市,男,中國國民黨,1,美國華盛頓城市大學企業管理碩士\致理商專（現升格科技大學）企業管理系,國民大會主席團主席\國民黨中央委員\立法院4∼7屆立委\立法院財政、經濟委員會召集委員\立法院國民黨團副書記長\台北縣體育會理事長\台北縣彰化同鄉會理事長\救國團台北縣團委會指導委員,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80110.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
47,http://vote.ly.g0v.tw/api/legislator_terms/2072/,2072,http://vote.ly.g0v.tw/api/legislator/1377/,8,蔡其昌,臺中市,男,民主進步黨,1,清水國民小學\沙鹿國民中學\清水高級中學\東海大學歷史系畢業\中興大學EMBA（財務金融組）碩士\東海大學歷史研究所碩士,立法委員\臺中縣政府民政局長\靜宜大學、聯合大學兼任講師\民主進步黨發言人\臺中縣工業策進會總幹事\臺中港國際同濟會會長\臺中縣柯蔡宗親會常務理事\木棉花關懷協會榮譽理事長,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80095.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
48,http://vote.ly.g0v.tw/api/legislator_terms/2357/,2357,http://vote.ly.g0v.tw/api/legislator/1711/,8,廖正井,桃園縣,男,中國國民黨,1,高原國小\楊梅初中\新竹師範\逢甲大學財稅系\國立政治大學財政所碩士,龍潭國小教師\銘傳逢甲大學副教授\中央銀行金檢處稽核\財政部稽核組稽核\菸酒公賣局課長\內政部參事\台北市政府財政局長、秘書長\台北銀行董事長\桃園縣副縣長\立法委員\亞洲化學董事長\中華棒協副理事長\青少年高爾夫國手培訓基金會董事長\75年甲等特考經濟行政人員優等及格,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80085.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
49,http://vote.ly.g0v.tw/api/legislator_terms/1490/,1490,http://vote.ly.g0v.tw/api/legislator/904/,8,林岱樺,高雄市,女,民主進步黨,1,天主教輔仁大學德文系畢業\美國威斯康辛大學大眾傳播碩士\德國卡塞爾綜合大學德語教學研究結業\臺北大學企管博士班研究,德國卡塞爾綜合大學德語教學研究結業\第5、6、7屆立法委員\行政院青輔會主委\2009年民進黨提名參選高雄縣長；因縣市合併停選\高雄市政府顧問\民進黨第10、11屆中央執行委員\民進黨第14屆中央評議委員,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/81029.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
50,http://vote.ly.g0v.tw/api/legislator_terms/2088/,2088,http://vote.ly.g0v.tw/api/legislator/1387/,8,謝國樑,基隆市,男,中國國民黨,1,聖心國小\二信中學\美國南加州大學社會系學士\美國麻省理工學院科技管理學碩士,第6、7屆立法委員\立法院第6、7屆司法委員會召集委員\立法院第6、7屆紀律、程序委員會委員\第7屆第7會期國民黨團書記長。\公誠證券股份有限公司總經理\中華民國證券同業公會理事\中華民國證券商同業公會公共關係委員會召集人\證券暨期貨管理委員會研究員\基隆市警察志工大隊大隊長。,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80106.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
51,http://vote.ly.g0v.tw/api/legislator_terms/2387/,2387,http://vote.ly.g0v.tw/api/legislator/1731/,8,江啟臣,臺中市,男,中國國民黨,1,美國南卡羅萊納大學國際關係博士\美國匹茲堡大學公共暨國際事務碩士\國立政治大學外交學系畢業\台中一中畢業\豐南國中畢業\瑞穗國小畢業,行政院新聞局局長\東吳大學政治系副教授\台灣經濟研究院國際處代處長\太平洋經濟合作理事會中華民國委員會副秘書長\獲選中央社2006年「台灣十大潛力人物」,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80010.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
52,http://vote.ly.g0v.tw/api/legislator_terms/990/,990,http://vote.ly.g0v.tw/api/legislator/678/,8,潘維剛,全國不分區,女,中國國民黨,1,國立台灣師範大學法學博士,國民黨中常委\立院黨團書記長\台北市議員\立法委員\現代婦女基金會董事長\老人社會大學校長,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80092.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
53,http://vote.ly.g0v.tw/api/legislator_terms/1477/,1477,http://vote.ly.g0v.tw/api/legislator/898/,8,李鴻鈞,新北市,男,中國國民黨,1,日本大學工學博士\黎明工專畢,現任：\立法院台日交流聯誼會會長\臺北市政府國際事務委員會委員\臺灣民主基金會董事長\中華民國紅十字總會顧問\中華臺灣藏傳佛教聯合總會理事長\經歷：\第5、6、7屆立法委員\淡江大學建築所兼任副教授\立法院厚生會會長\立法院高速公路電子收費系統(ETC)調閱委員會召集人\臺北縣升格促進小組成員\思源醫療基金會董事\麗寶文教基金會執行長\日商大成建設副總緀理兼總工程師,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80025.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
54,http://vote.ly.g0v.tw/api/legislator_terms/2070/,2070,http://vote.ly.g0v.tw/api/legislator/1376/,8,潘孟安,屏東縣,男,民主進步黨,0,國立高雄師範大學成人教育研究所畢業,屏東縣議會第14、15屆議員\立法院第6、7屆立法委員,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/81091.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
55,http://vote.ly.g0v.tw/api/legislator_terms/2366/,2366,http://vote.ly.g0v.tw/api/legislator/1717/,8,簡東明,山地原住民,男,中國國民黨,1,草埔國小畢業\枋竂初中畢業\省立屏東師專畢業,國立屏東師院肄業\國立中興大學行政研究所\學校教師主任17年\獅子鄉11、12屆鄉長\屏東縣第14、15、16屆縣議員\第7屆立法委員\中華海峽兩岸原住民族暨少數民族交流協會理事長\曾獲全國原住民首屆十大傑出青年\曾獲全國特殊優良教師\曾獲全國特優鄉長兩次,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80107.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
56,http://vote.ly.g0v.tw/api/legislator_terms/1166/,1166,http://vote.ly.g0v.tw/api/legislator/752/,8,蔡煌瑯,全國不分區,男,民主進步黨,1,台灣大學商學碩士\景文科大旅館管理科\政治大學行政專科,第3至7屆立法委員\立法院預算、交通委員會召集委員\立法院民進黨團幹事長\民進黨第10屆中執委、文宣部主任、副秘書長\體委會副主委,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80096.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
57,http://vote.ly.g0v.tw/api/legislator_terms/1314/,1314,http://vote.ly.g0v.tw/api/legislator/828/,8,陳明文,嘉義縣,男,民主進步黨,1,私立東海大學哲學系畢業,嘉義縣議會第9屆議員、第10屆議長\台灣省議會第8、9、10屆議員\第4屆立法委員\嘉義縣第14、15屆縣長\第7屆立法委員,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80060.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
58,http://vote.ly.g0v.tw/api/legislator_terms/960/,960,http://vote.ly.g0v.tw/api/legislator/665/,8,黃昭順,高雄市,女,中國國民黨,1,國立中山大學高階經營碩士\高雄醫學大學藥學系畢業\省立台南女中畢業\高雄市大同國小畢業,中華民國自由車協會理事長\中華民國紅十字會高雄分會理事\國際佛光會中華總會理事\慈濟功德會會員\高雄市議會第1至3屆市議員\2至8屆立法委員\行政院婦女權益促進委員會委員,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80076.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
59,http://vote.ly.g0v.tw/api/legislator_terms/2397/,2397,http://vote.ly.g0v.tw/api/legislator/1742/,8,林國正,高雄市,男,中國國民黨,1,臺灣大學農業經濟系學士\中央大學財務管理研究所碩士\臺灣大學國家發展訮究所博士班,台灣大學優秀青年代表\全國大專優秀青年代表\高雄區漁會總幹事\實踐大學財金系講師\2008年總統大選馬蕭競選總部發言人\國民黨青年團副總團長\高雄市第6、7屆議員\高雄市(合併)第1屆議員,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80032.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
60,http://vote.ly.g0v.tw/api/legislator_terms/2396/,2396,http://vote.ly.g0v.tw/api/legislator/1741/,8,林佳龍,臺中市,男,民主進步黨,0,美國耶魯大學政治學博士、碩士，人文哲學碩士\台灣大學政治系博士生，政治學碩士、法學士,總統府副秘書長\行政院新聞局長\國安會議諮詢委員\民進黨中央黨部秘書長\國民大會代表\聯合國機構訪問研究員\國立中正大學、臺中技術學院助理教授\社團法人臺灣大台中發展協會理事長\財團法人臺灣智庫董事長,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80028.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
61,http://vote.ly.g0v.tw/api/legislator_terms/2394/,2394,http://vote.ly.g0v.tw/api/legislator/1739/,8,李貴敏,全國不分區,女,中國國民黨,1,美國太平洋大學法學博士、碩士\國立政治大學法學碩士、學士,現任：\金典法律事務所所長\國立交通大學科法所兼任副教授\東吳大學EMBA兼任副教授\海基會財經法律顧問\中華民國暨美國加州律師\中華民國專利師\中華民國仲裁人協會仲裁人\曾任：\Baker&McKenzie法律事務所國際資深合夥律師\中華民國專利師公會理事／兩岸委員會主委\中華民國工商建研會理事／北區聯合會長\經濟部影像顯示器辦公室法律顧問\警察大學兼任副教授\淡江大學兼任副教授,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80022.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
62,http://vote.ly.g0v.tw/api/legislator_terms/1062/,1062,http://vote.ly.g0v.tw/api/legislator/708/,8,李應元,全國不分區,男,民主進步黨,1,崙背國小\虎尾初中\台中一中\台大公衛系學士、碩士\哈佛大學醫管碩士\美國北卡醫療經濟學博士,立法委員\駐美副代表\行政院秘書長\行政院勞工委員會主任委員\行政院政務委員\雲林社社長,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80024.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
63,http://vote.ly.g0v.tw/api/legislator_terms/2389/,2389,http://vote.ly.g0v.tw/api/legislator/1733/,8,何欣純,臺中市,女,民主進步黨,1,塗城國小\成功國中\台中女中\國立成功大學\英國約克大學婦女研究碩士,第1屆大台中市議員\第15、16屆台中縣議員,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80012.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
64,http://vote.ly.g0v.tw/api/legislator_terms/2083/,2083,http://vote.ly.g0v.tw/api/legislator/1384/,8,薛凌,全國不分區,女,民主進步黨,1,開南大學企管系,國立政治大學公共關係研習班結業\第6、7屆立法委員\民進黨中央黨部第8屆中執委\內政委員會召集委員(第6屆第6會期)\賦稅改革會諮詢委員\國家建築金質獎副召集人\壽險公會顧問\建築開發商業同業公會全國聯合會顧問\全國婦女創業金融諮詢顧問\新時代婦女會會長\陽信文教基金會執行長\綠色文化協會執行長,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80105.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
65,http://vote.ly.g0v.tw/api/legislator_terms/2398/,2398,http://vote.ly.g0v.tw/api/legislator/1743/,8,邱文彥,全國不分區,男,中國國民黨,1,美國賓夕法尼亞大學(U.PENN)都市與區域規則博士、碩士\國立中興大學都市計劃研究所碩士\國立成功大學都市計劃系學士\高雄中學畢業\屏東縣明正中學畢業\屏東縣內埔鄉東勢國小畢業,行政院環境保護署政務副署長\國立臺灣海洋大學海洋事務及資源管理研究所教授兼所長\國立中山大學海洋環境及工程系副教授\總統府國土保育及開發諮詢委員會委員\行政院國家永續發展委員會委員、副執行長\行政院環保署環境影響評估委員會副主任委員,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80037.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
66,http://vote.ly.g0v.tw/api/legislator_terms/1993/,1993,http://vote.ly.g0v.tw/api/legislator/1327/,8,李昆澤,高雄市,男,民主進步黨,1,輔大歷史系畢\中山大學政治學碩士,蔡英文主席特別助理\第6屆立法委員（交通委員會）\第6屆高雄市議員（民進黨團總召）\第3屆國大代表（修憲審查小組召集人）\高雄縣政府新聞室主任\民進黨大型造勢晚會主持人\陳定南立委特別助理\台灣人權促進會總幹事\台灣人權雜誌總主筆\台灣環保聯盟幹事\電器維修工\成衣廠縫紉機維修工,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80019.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
67,http://vote.ly.g0v.tw/api/legislator_terms/1537/,1537,http://vote.ly.g0v.tw/api/legislator/923/,8,高志鵬,新北市,男,民主進步黨,1,台灣大學EMBA商學研究所碩士\輔仁大學法律系財經法學組\建國中學,公民國會監督聯盟評鑑第一名立委及優秀不\分區立委、名陽法律事務所執業律師、第\五、六、七屆立法委員、立法院財政委員會\召委、民進黨團書記長、民進黨團幹事長、\台啤籃球隊領隊、三重體育會常務委員、三\重社區大學顧問,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80051.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
68,http://vote.ly.g0v.tw/api/legislator_terms/1472/,1472,http://vote.ly.g0v.tw/api/legislator/896/,8,李桐豪,全國不分區,男,親民黨,1,國立台灣大學經濟系學士\美國俄亥俄州立大學經濟博士,國立政治大學商學院金融系教授\臺灣證交所監察人\總統府財經諮詢小組委員\政治大學商學院銀行研究中心主任\修憲任務型國大代表\第5屆立法委員(全國不分區)\國立政治大學商學院金融系主任\美國財務分析師學院特許金融分析師(CFA),http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80021.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/6/66/Flag_of_People_First_Party.svg/125px-Flag_of_People_First_Party.svg.png
69,http://vote.ly.g0v.tw/api/legislator_terms/675/,675,http://vote.ly.g0v.tw/api/legislator/546/,8,洪秀柱,全國不分區,女,中國國民黨,1,美國密蘇里州立東北大學教育碩士,1.秀峰國中、板橋國中、華僑中學教師兼訓導主任、教務主任\2.中國國民黨台北縣黨部婦工組組長、台灣省黨部編審\3.中央黨部青工會副主任、婦工會副主任、政策會立法院工作會副主任、政策會副執行長\4.第1、2、3、4、5、6、7屆立法委員\5.中國國民黨中央常務委員\6.中國國民黨中央委員會副秘書長兼考紀會主任委員\7.中華關懷弱勢族群愛心大聯盟理事長\8.中華民國世界土風舞總會理事長\9.中華民國腎臟防治基金會董事長\10.中華民國體育運動總會總顧問,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80043.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
70,http://vote.ly.g0v.tw/api/legislator_terms/1601/,1601,http://vote.ly.g0v.tw/api/legislator/960/,8,楊麗環,桃園縣,女,中國國民黨,1,法國史湯達爾大學預科博士\法國史湯達爾大學碩士\高雄師範大學學士\北一女中\振聲中學\成功國小,第5、6、7屆立法委員\立法院國民黨團副書記長\立法院衛生環境及社會福利委員會召集委員\立法院交通委員會召集委員\桃園縣第14屆縣議員\桃園市同安里里長\桃園市婦女會理事長\台北縣秀峰國中教師,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80082.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
71,http://vote.ly.g0v.tw/api/legislator_terms/1543/,1543,http://vote.ly.g0v.tw/api/legislator/926/,8,高金素梅,山地原住民,女,無黨團結聯盟,1,青年高中\中央民族大學-民族學,2011年取得大陸中央民族大學民族學專業學士學位\財團法人癌症關懷基金會董事長\財團法人肝炎防治基金會終身義工\原住民親善大使\消防大使\第5、6、7屆立法委員\台灣原住民防災救難協會榮譽總隊長,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80052.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/a/ac/Flag_of_NPSU.svg/125px-Flag_of_NPSU.svg.png
72,http://vote.ly.g0v.tw/api/legislator_terms/2406/,2406,http://vote.ly.g0v.tw/api/legislator/1752/,8,陳碧涵,全國不分區,女,中國國民黨,1,美國南加州大學博士\日本國立筑波大學舞蹈方法學碩士\中國文化大學體育系舞蹈組學士\國立武陵高級中學畢業,國立臺灣戲曲學院教務長\行政院客家委員會第5、6屆委員\國立臺灣體育運動大學體育舞蹈學系暨碩士班\主任、圖書館館長、師資培育中心教學組長\臺灣身體文化學會理事\臺灣舞蹈研究學會理事\教育部體育辭典舞蹈類撰寫人等,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80068.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
73,http://vote.ly.g0v.tw/api/legislator_terms/2360/,2360,http://vote.ly.g0v.tw/api/legislator/1713/,8,鄭汝芬,彰化縣,女,中國國民黨,1,明道大學畢業,第7屆立法委員\彰化縣議會第15屆議員\財團法人謝言信謝林玉鶯文教基金會執行長\北斗社會大學校長\彰化義消北斗婦宣分隊長\彰化家扶田中區副主任\後備憲兵溪州聯絡中心顧問\彰化婦聯會顧問,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80099.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,http://attach.kmt.org.tw/200910/20091015163058.jpg
74,http://vote.ly.g0v.tw/api/legislator_terms/2391/,2391,http://vote.ly.g0v.tw/api/legislator/1735/,8,吳宜臻,全國不分區,女,民主進步黨,1,國立台灣大學法律系法學士\國立交通大學法學碩士,律師\台北市苗栗同鄉會副理事長\寶島客家電台主持人\任務型國大代表\台北市女權會理事長\行政院婦女權益促進委員會委員\台北律師公會理事,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80015.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
75,http://vote.ly.g0v.tw/api/legislator_terms/2399/,2399,http://vote.ly.g0v.tw/api/legislator/1744/,8,邱志偉,高雄市,男,民主進步黨,1,淡江大學俄羅斯研究所法學碩士\國立台灣大學國家發展研究所法學碩士\國立中山大學大陸研究所社會科學博士,高雄市府民政局長\高雄縣府民政處長\修憲國民大會代表\立陶宛維爾紐斯大學講座教授\愛沙尼亞塔圖大學講座教授\南華大學旅遊系助理教授\英國劍橋大學國際關係研究所\比利時魯汶大學歐洲研究所\中正大學國際經濟所博士班\◆◆律師服務時間◆◆\【岡山服務處】\每星期一 晚上7點-9點\每星期三 下午3點-5點\每星期六 上午10點-12點\【茄萣服務處】\每星期三 晚上7點-9點\【梓官服務處】\每星期二 晚上7點-9點\【橋頭區邱志偉立委與陳政聞議員聯合服務處】\每星期四 晚上7點-9點\【路竹區邱志偉立委與陳明澤議員聯合服務處】\每星期三 晚上7點-9點\【路竹區邱志偉立委與張文瑞議員聯合服務處】\每星期五 晚上7點-9點,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80038.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
76,http://vote.ly.g0v.tw/api/legislator_terms/1644/,1644,http://vote.ly.g0v.tw/api/legislator/981/,8,蕭美琴,全國不分區,女,民主進步黨,1,美國哥倫比亞大學政治學碩士\美國歐柏林大學東亞研究學士,第5、6、8屆立法委員\新境界文教基金會副執行長\民進黨國際事務部主任\臺灣民主基金會董事\日安花蓮協會理事長\總統府顧問\國際自由政黨聯盟(LI)副主席\亞洲民主自由聯盟(CALD)秘書長,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80103.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
77,http://vote.ly.g0v.tw/api/legislator_terms/2413/,2413,http://vote.ly.g0v.tw/api/legislator/1759/,8,楊曜,澎湖縣,男,民主進步黨,1,東海大學法律系畢業\馬公高中畢業,中華民國第8屆立法委員\澎湖縣工業策進會總幹事\澎湖縣議會第16．17屆議員(民95.03.01~101.01.31)\民進黨澎湖縣黨部主任委員\澎湖縣工業策進會總幹事,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80080.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
78,http://vote.ly.g0v.tw/api/legislator_terms/2407/,2407,http://vote.ly.g0v.tw/api/legislator/1753/,8,陳歐珀,宜蘭縣,男,民主進步黨,1,員山大湖國小\宜蘭復興國中\國立宜蘭高中\國立中興大學碩士,國立台灣大學環工博士班\宜蘭縣政府機要秘書\勞委會羅東、新店就業服務站站長\國民大會代表\民進黨宜蘭縣黨部主任委員\台灣省議會議員\三星鄉代理鄉長(創辦蔥蒜節)\國立宜蘭大學兼任講師\1987年高考及格,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80069.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
79,http://vote.ly.g0v.tw/api/legislator_terms/1989/,1989,http://vote.ly.g0v.tw/api/legislator/1324/,8,吳秉叡,全國不分區,男,民主進步黨,1,士林國中\成功高中\政治大學法律系法學組學士\政治大學法律學研究所碩士\司法官訓練所司法官第29期結業,臺灣臺東地方法院法官\臺北縣政府蘇貞昌縣長機要秘書\第6屆立法委員\民主進步黨第12屆中央黨祁執行委員、常務委員\民主進步黨台北縣黨部第12、13屆主任委員\民主進步黨新北市黨部第1屆主任委員\野百合學生運動政大學生代表,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/80016.jpg,2015-10-30 18:38:14,2015-11-04 05:05:50,https://upload.wikimedia.org/wikipedia/zh/thumb/c/c1/Emblem_of_Democratic_Progressive_Party_(new).svg/1024px-Emblem_of_Democratic_Progressive_Party_(new).svg.png
